NatEmis,DataYear,ProvinceCD,Province,Institution_Name,Status,Sector,Type_DoE,Phase,Specialization,OwnerLand,OwnerBuild,Ownership,ExDept,PaypointNo,ComponentNo,ExamNo,ExamCentre,GIS_Longitude,GIS_Latitude,GISSource,Magisterial_District,DMunName,LMunName,Ward_ID,EIRegion,EIDistrict,EICircuit,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Facsimile,Section21,Section21_Funct,Quintile,NAS,NodalArea,RegistrationDate,NoFeeSchool,Allocation,Urban_Rural,Open_Boarding_school,ANA_School,Full_Service_School,LEARNER NUMBER,EDUCATOR TOTAL
700400322,2016,7,GP,NOOITGEDACHT AKADEMIE SKOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400322,NOOITGEDACHT AKADEMIE SKOOL,28.7434394108,-25.8038513182,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900105,TSHWAGA,GAUTENG NORTH,GN_1,VAN ZYL,UNKOWN,NOOITGEDACHT,BRONKHORSPRUIT,"17 MARK STREET, , NOOITGEDACHT,","2393, BRONKHOSTSPRUIT, 1020",0732577542,99,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,23-Sep-09,NO,0,URBAN,NO,NO,NO,42,3
700400307,2016,7,GP,JUVENTUS PRIVAATSKOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400307,JUVENTUS PRIVAATSKOOL,27.997119,-26.61446,GISSource,UNKNOWN,SEDIBENG DISTRICT MUNICIPALITY,MIDVAAL LOCAL MUNICIPALITY,74202002,EKUDIBENG,SEDIBENG EAST,SE_3,VAN DEN BERGH,GLEN DONALD,MEYERTON,MEYERTON,"35 DONALD ROAD, GLEN DONALD, MEYERTON,","PO BOX 263093, THREE RIVERS, 1935",0163631504,0866555051,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Aug-09,NO,0,URBAN,NO,NO,NO,64,18
700400359,2016,7,GP,GREENACRES PRIVATE COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.00829,-26.55015,GISSource,UNKNOWN,SEDIBENG DISTRICT MUNICIPALITY,MIDVAAL LOCAL MUNICIPALITY,74202008,EKUDIBENG,SEDIBENG EAST,SE_3,VAN DER HOVEN,UNKOWN,MEYERTON,MEYERTON,"20 MORRIS ROAD, , MEYERTON,","1447, MEYERTON, 1960",0163624747,0866942711,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Jun-10,NO,0,URBAN,NO,NO,NO,117,14
700400360,2016,7,GP,CURRO ROODEPLAAT,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.39167,-25.63,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900099,TSHWAGA,GAUTENG NORTH,GN_3,NIEMAND,UNKOWN,SINOVILLE,PRETORIA,"1 KAMEELFONTEIN ROAD, , SINOVILLE,","POST BOX 15293, SINOVILLE, 0129",0128089938,0866639151,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Jun-10,NO,0,URBAN,NO,NO,NO,829,65
700400328,2016,7,GP,EASTRIDGE CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400328,EASTRIDGE CHRISTIAN SCHOOL,28.084508,-26.124945,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800074,JOHANNESBURG,JOHANNESBURG EAST,JE_2,NKAWU,BRAMELY GARDENS,BRAMLEY,JOHANNESBURG,"593 LOUIS BOTHA AVENUE, CNR FOREST ROAD, BRAMELY, BRAMLEY,","404, HIGHLANDS NORTH, 2037",0114406900,0114406772,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Nov-09,NO,0,URBAN,NO,NO,NO,463,20
700400336,2016,7,GP,PRIDE LEARNING ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400336,PRIDE LEARNING ACADEMY,28.05054,-26.20074,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800060,JOHANNESBURG,JOHANNESBURG EAST,JE_1,MAGIYA,UNKOWN,JOHANNESBURG,JOHANNESBURG,"246 CNR. JEPPE STREET AND MOOI STREET, , JOHANNESBURG,",", , 2198",0113385012,0866126444,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Nov-09,NO,0,URBAN,NO,YES,NO,618,20
700400337,2016,7,GP,WATERSRAND SECONDARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400337,WATERSRAND SECONDARY SCHOOL,28.197557,-25.748449,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,TSHWAGA,TSHWANE SOUTH,TS_3,OGIDAN,UNKOWN,PRETORIA,PRETORIA,"386 SCHOEMAN STREET, , PRETORIA,",", , 2000",0123203824,0123203824,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Nov-09,NO,0,URBAN,NO,NO,NO,157,13
700400338,2016,7,GP,ST JOHN THE BAPTIST CATHOLIC SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,27.86442,-26.15905,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800084,JOHANNESBURG,JOHANNESBURG WEST,JW_4,SCOTT,UNKOWN,ROODEPOORT,ROODEPOORT,"11 AMELIA STREET, , ROODEPOORT,","878, ROODEPOORT, 1725",0117631050,0866728789,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Nov-09,NO,0,URBAN,NO,NO,NO,185,12
700400340,2016,7,GP,QUEENS PRIVATE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,Commercial,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400340,QUEENS PRIVATE SCHOOL,28.16205,-25.74829,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,TSHWAGA,TSHWANE SOUTH,TS_2,PANAYOTAKIS,UNKOWN,PRETORIA,PRETORIA,"310 CHURCH STREET, , PRETORIA,","PO BOX 4976, PRETORIA, 0001",0123276714,0123274414,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Nov-09,NO,0,URBAN,NO,NO,NO,424,21
700400341,2016,7,GP,BELLRONA ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,27.854,-26.108,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800083,JOHANNESBURG,JOHANNESBURG WEST,JW_4,AXSEL,UNKOWN,WILRO PARK,ROODEPOORT,"1252 UMFOLOZI ROAD, , WILRO PARK,","2507, WILROW PARK,",0723822357,0119554008,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,24-Nov-09,NO,0,URBAN,NO,NO,NO,21,4
700340281,2016,7,GP,LAERSKOOL ORION,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),918059,918059,99,NOT APPLICABLE,28.1051099996,-26.3334866664,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700038,EKUDIBENG,EKURHULENI SOUTH,ES_2,GROVÉ,BRACKENHURST,ALBERTON,JOHANNESBURG,"6 TOINETTE STREET, BRACKENHURST, ALBERTON, 1448",167385 BRAQCKENDOWNS 1454,0118681853,0119003987,YES,ACD,5,N,NOT APPLICABLE,25-Aug-04,NO,590,URBAN,NO,YES,NO,1200,39
700400350,2016,7,GP,MBOWA ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400350,MBOWA ACADEMY,28.0458557622,-26.1994626444,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800059,JOHANNESBURG,JOHANNESBURG SOUTH,JS_3,MBOWA,UNKOWN,JOHANNESBURG,JOHANNESBURG,"45 PLEIN STREET, , JOHANNESBURG,","POST BOX, 61031, 2000",0113336479,0113336470,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,25-Mar-10,NO,0,URBAN,NO,NO,NO,246,14
700162263,2016,7,GP,THULASIZWE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,NEW EDUCATION DEPARTMENT,918112,918112,99,NOT APPLICABLE,28.2629466662,-26.2944449999,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700099,EKUDIBENG,EKURHULENI SOUTH,ES_5,ZWANE,WINDMILL PARK EXT 8,BOKSBURG,JOHANNESBURG,"752 STRANDLOPER STREET, WINDMILL PARK EXT 8, BOKSBURG, 1459","1211, BOKSBURG, 1460",0119138186,0119138186,YES,ACD,2,N,NOT APPLICABLE,25-Mar-99,YES,1177,URBAN,NO,YES,NO,1648,41
700162289,2016,7,GP,DAWN PARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,NEW EDUCATION DEPARTMENT,918020,918020,99,NOT APPLICABLE,28.25404851,-26.31075538,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700043,EKUDIBENG,EKURHULENI SOUTH,ES_5,MOTAUNG,DAWN PARK.,BOKSBURG,GERMISTON,"1588 BAUHINIA STREET, DAWN PARK, BOKSBURG, 1474","BOX 22885, DAWN PARK BOKSBURG, 1474",0118622111,0118622009,YES,ACD,5,N,NOT APPLICABLE,25-Mar-99,NO,590,URBAN,NO,YES,NO,1737,45
700162305,2016,7,GP,WINDMILL PARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,NEW EDUCATION DEPARTMENT,918121,918121,99,NOT APPLICABLE,28.2688866664,-26.2888850003,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700099,EKUDIBENG,EKURHULENI SOUTH,ES_5,LEKOANE,WINDMILLPARK,WINDMILL PARK EXT 9,BOKSBURG,"3253 EAST CENTRAL ROAD, WINDMILLPARK, WINDMILL PARK EXT 9, 1471","35143, BOKSBURG, 1471",0110217480,0119137688,YES,ACD,1,N,NOT APPLICABLE,25-Mar-99,YES,1177,URBAN,NO,YES,NO,1901,46
700400339,2016,7,GP,SPRINGFIELD PREPARATORY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.15658,-25.98847,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800110,JOHANNESBURG,JOHANNESBURG EAST,JE_3,MALAN,UNKOWN,PRESIDENT PARK,MIDRAND,"86 PRETORIUS STREET, , PRESIDENT PARK,","SUITE 124, PO BOX 121 HALFWAY HOUSE, 1685",0780507300,0866744779,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,25-Nov-09,NO,0,URBAN,NO,NO,NO,273,15
700400111,2016,7,GP,BRITISH INTERNATIONAL COLLEGE INDEPENDENT SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.01802434,-26.04969982,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800106,JOHANNESBURG,JOHANNESBURG EAST,JE_3,CAWDRY,UNKOWN,BRAYANSTON,SANDTON,"130 130 BRYANSTON DR, , BRAYANSTON,","PRIVATE BAG X79, BRYANSTON, 2021",0117067775,0117067829,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,26-Jul-04,NO,0,URBAN,NO,NO,NO,228,29
700400352,2016,7,GP,BRIGHT START INDEPENDENT PRIMARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.2,-25.957,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700001,EKUDIBENG,EKURHULENI NORTH,EN_4,MAKOMBE,CLAYVILLE EXT.26,OLIFANTSFONTEIN,JOHANNESBURG,"2178 ANTIMONY ROAD, CLAYVILLE EXT.26, OLIFANTSFONTEIN,",", , 2125",0112034438,0865175869,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,26-May-10,NO,0,URBAN,NO,YES,NO,375,23
700400353,2016,7,GP,JW SAINTS TECHNICAL COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400353,JW SAINTS TECHNICAL COLLEGE,28.04428,-26.19982,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800060,JOHANNESBURG,JOHANNESBURG SOUTH,JS_3,NGWENYA,JOHANNESBURG,JOHANNESBURG,JOHANNESBURG,"0 3RD FLOOR, CNR. PLEIN AND HOEK STREET, , JOHANNESBURG,","P.O BOX 10728, JHB, 2001",0110228449,99,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,26-May-10,NO,0,URBAN,NO,YES,NO,713,38
700400333,2016,7,GP,THE KEEP LEARNING CENTRE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.45495,-26.25969,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700075,EKUDIBENG,GAUTENG EAST,GE_3,SACCAGGI,UNKOWN,LODEYKO/STRUBENVALE,SPRINGS,"26/121 BOSMAN STREET/ ERMELO ROAD, , LODEYKO/STRUBENVALE,","10673, STRUBENVAL, 1570",0110264275,0118153048,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,26-Nov-09,NO,0,URBAN,NO,NO,NO,49,8
700400345,2016,7,GP,HAYWOOD COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400345,HAYWOOD COLLEGE,28.18534,-25.7427,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,TSHWAGA,TSHWANE WEST,TW_1,MOLEMA,UNKOWN,PRETORIA,PRETORIA,"80 BOSMAN STREET, , PRETORIA,","8044, PRETORIA CENTRAL, 0001",0123265093,0865565313,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,26-Nov-09,NO,0,URBAN,NO,NO,NO,147,13
700400174,2016,7,GP,ITHEMBA INSTITUTION OF TECHNOLOGY,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,Comprehensive,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400174,ITHEMBA INSTITUTION OF TECHNOLOGY,27.84304,-26.2508,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800021,JOHANNESBURG,JOHANNESBURG CENTRAL,JC_5,LE ROUX,UNKOWN,TLADI,SOWETO,"17 17 THAMAGANE STREET, , TLADI,","P O BOX 90369, BERTSHAM, 2013",0119305307,0865432325,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,26-Oct-06,NO,0,URBAN,NO,YES,NO,185,13
700400127,2016,7,GP,SAMELSON COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8400127,SAMELSON COLLEGE,27.8341933335,-26.6963283331,GISSource,UNKNOWN,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201009,EKUDIBENG,SEDIBENG WEST,SW_1,HADEBE,VANDERBIJLPARK,VANDERBIJLPARK,VANDERBIJLPARK,"66 66 ERIC LOUW STREET, , VANDERBYLPARK,","1407, VANDERBIJLPARK, 1900",0619468579,0169313157,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,27-Jul-05,NO,0,URBAN,NO,NO,NO,28,6
700400190,2016,7,GP,LIFESTYLE MONTESSORI PRIMARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.06539,-26.0293,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800093,JOHANNESBURG,JOHANNESBURG EAST,JE_3,MACK,UNKOWN,SUNNINGHILL,SANDTON,"785 785 NAIVASHA ROAD, , SUNNINGHILL,","P O BOX 1744, SUNNINGHILL, 2157",0118033247,0865854837,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,27-Jul-07,NO,0,URBAN,NO,NO,NO,108,7
700400191,2016,7,GP,BOIKETLONG CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,27.946153089,-26.650427456,GISSource,UNKNOWN,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201015,EKUDIBENG,SEDIBENG EAST,SE_1,YIKA,UNKOWN,BOIKETLONG,VANDERBIJLPARK,"150 HOUTKOP ROAD, , BOIKETLONG,","P.O BOX 24095, BEDWORTH PARK,",0721066258,99,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,27-Jun-07,NO,0,URBAN,NO,YES,NO,747,26
700400142,2016,7,GP,NEW DAY CHRISTIAN ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.231006,-26.05372,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700091,EKUDIBENG,EKURHULENI NORTH,EN_3,MARAIS,UNKOWN,BIRCHLEIGH NORTH,KEMPTON PARK,"8 MOOIFONTEIN ROAD, , BIRCHLEIGH NORTH,","6084, BIRCHLEIGH NORTH, 1620",0119728433,0119728433,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,27-Mar-06,NO,0,URBAN,NO,NO,NO,125,9
700122309,2016,7,GP,HORIZON INTERNATIONAL HIGH SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,8122309,HORIZON INTERNATIONAL HIGH SCHOOL,28.03809117,-26.23865365,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800124,JOHANNESBURG,JOHANNESBURG SOUTH,JS_3,JORAYEV,UNKOWN,TURFFONTIEN,JOHANNESBURG,"1 CNR. PETER WESSELS STREET AND EASTWOOD STREET, , TURFFONTIEN,","82033, SOUTHDALE, 2135",0114345234,0114344970,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,27-Nov-00,NO,0,URBAN,NO,YES,NO,312,26
700400143,2016,7,GP,JUBILATE PRIMARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.083907,-25.973573,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800112,JOHANNESBURG,JOHANNESBURG EAST,JE_3,SMITH,UNKOWN,CROWTHORNE,MIDRAND,"54 54 MERCURY ROAD, , CROWTHORNE,","P.O. BOX 182, HALFWAY HOUSE, 1685",0110237020,0865052296,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,28-Mar-06,NO,0,URBAN,NO,NO,NO,249,19
700400144,2016,7,GP,REVIVAL CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.1843429614,-25.6984043123,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900001,TSHWAGA,TSHWANE WEST,TW_1,STRYDOM,UNKOWN,MAYVILLE,PRETORIA,"1 CNR. DORTIMER STREET AND BAAN STREET, , MAYVILLE,","16011, SINOVILLE, 0033",0125433394,0125433394,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,28-Mar-06,NO,0,URBAN,NO,NO,NO,83,7
700400146,2016,7,GP,BOKSBURG CHRISTIAN ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.26402307,-26.20175133,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700022,EKUDIBENG,EKURHULENI SOUTH,ES_5,HILL,UNKOWN,BOKSBURG NORTH,BOKSBURG,"1 CNR. 10TH STREET AND 5TH AVENUE, , BOKSBURG NORTH,","10034, FONTEINTRIET, 1464",0110254144,0865026937,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,28-Mar-06,NO,0,URBAN,NO,YES,NO,163,7
700400096,2016,7,GP,REDDAM HOUSE PRIVATE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.1166083327,-26.1879188546,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800118,JOHANNESBURG,JOHANNESBURG EAST,JE_1,HAZLEY,UNKOWN,KENSINGTON,JOHANNESBURG,"28 SMITH STREET, , KENSINGTON,",UNKNOWN,0116156710,0116156718,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,28-Nov-03,NO,0,URBAN,NO,NO,NO,496,39
700400097,2016,7,GP,EDUPLEX COMBINED SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,Comprehensive,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.24677183,-25.72473163,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,TSHWAGA,TSHWANE NORTH,TN_1,DE GOEDE,UNKOWN,QUEENSWOOD,PRETORIA,"1186 1186 DORMER STREET, , QUEENSWOOD,","11610, QUEENSWOOD, 0121",0123337143,0123337148,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,28-Nov-03,NO,0,URBAN,NO,NO,NO,647,76
